transaction_id,amount,txn_count_24h,avg_amount_7d,failed_logins,device_change_count,is_rooted,distance_from_last_txn,country_risk_score,session_time,typing_speed,merchant_text,amount_sequence,is_fraud,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110
1858,66.65433,2.1672966,72.3654,0.82425374,0.0,0.0,30.524364,0.15879953,148.95755,2.7612603,electronics store purchase online,11.907|17.034|11.377|14.238|14.919|13.305|15.515|17.074|20.701|12.734|9.913|18.268|16.341|16.421|12.371|16.081|17.491|11.350|20.474|15.819,0,0.38788506,-0.48087597,-2.051957,0.80400443,0.195571,-1.6093715,-1.6294771,0.9835434,0.109191656,0.5255932,-0.7273382,0.95382273,-0.35006222,-2.2162313,-1.0644175,0.8049071,0.5470835,-1.1248512,0.45232248,1.0408189,2.2501082,0.6256584,1.5379051,0.41240388,-0.62996715,0.20808057,0.026930839,-1.3591143,-1.0847852,-1.1525296,2.5265365,-1.8150853,-0.1590367,-0.24088846,0.1603634,0.34077233,-0.87699777,0.32836816,0.9861944,-0.67553353,-0.29149783,-0.4394581,-0.5884938,0.27482614,-0.7919097,-1.3182063,-1.1133417,-0.79983187,-1.9282136,1.6797203,0.19363119,0.18599081,-0.30814958,-1.5306869,1.642296,0.4843889,-1.6623737,-0.5611719,-1.96736,1.024565,1.0082214,-1.3110036,0.64276856,0.48544616,0.6535963,0.18642297,1.7108822,1.2929729,-0.46829444,0.95183414,-1.048141,0.5726021,-0.60339683,2.4305327,-0.7447033,-0.5369218,1.4215834,-0.3739465,-0.6639137,-0.09224293,1.615973,-0.05693373,-1.0645754,-0.91278064,0.66845524,0.34815794,0.95199287,-0.7929756,0.17138325,-0.47434878,-1.1759427,-0.4444484,-1.3130065,-0.5331018,0.18220326,2.2040691,-0.40161645,-0.45835522,-0.27831495,0.39431816,-2.1610327,-0.7002007,-0.2361097,-0.7607908,-0.72331554,-0.17723018,1.5633206,1.2604086,-1.1307997,0.54020727
1859,22.309708,1.2432728,20.675852,0.905594,1.0,0.0,0.0,0.1273322,210.74928,1.8311342,restaurant bill payment upi,8.378|3.554|2.845|0.256|5.817|4.362|3.872|2.837|4.739|5.290|3.781|4.926|3.162|5.333|5.344|7.897|4.131|5.707|5.698|4.460,0,-0.8862176,-0.7618668,0.93501675,-1.610671,-1.3716285,-0.76515824,-1.2985162,1.447111,-0.59630626,0.8885549,0.35763007,-0.8154659,0.46879536,0.1276378,2.3084624,-0.46571064,-0.17193678,0.5578724,1.2206702,0.55785775,-0.2691317,0.15201506,1.6093705,0.6551336,0.44885617,0.79821897,0.6063882,0.7806765,0.016682617,-0.8960698,-0.0008703321,-0.78535557,-0.074796006,1.2938961,0.24146819,0.35634756,-0.3532573,-0.81547797,0.7872514,-0.75099134,1.1102093,0.62048197,-2.747108,-0.562502,2.0014434,1.5046059,0.294639,-0.42956358,0.38085276,0.7065516,0.43602765,0.08644381,0.99395025,-1.1425451,0.18819281,0.027570754,-1.7596906,-1.0987606,0.5967658,-0.50995195,0.5624336,0.7540099,-0.8520217,0.8897681,0.28669348,-0.2388596,-0.21921965,1.3508799,1.2944098,-0.22698855,-1.8030021,1.1921179,2.410851,-0.7454533,0.75228965,0.39771414,0.40342677,-1.493741,0.43110344,0.84714276,1.3170316,0.3186727,0.23115483,0.20768785,1.4345694,1.0968097,1.6684029,2.3494477,-1.9233285,1.1512101,-0.49520916,1.2913022,0.36000007,-0.68346804,0.20123805,-1.217248,-1.3064221,-0.20975377,1.7127517,0.26526052,1.9214975,2.0215352,0.09837324,-0.6335177,-1.7889293,0.036761954,0.78774,-0.41513693,-1.586456,-0.07920638
1860,54.593727,1.0734146,38.041214,0.5468917,0.0,0.0,7.17335,0.04882494,146.38806,3.5181427,utility bill payment card,16.120|10.838|12.951|15.412|9.866|5.437|6.032|2.340|11.657|11.880|14.161|8.828|11.617|12.212|13.773|7.297|15.398|6.208|8.798|13.793,0,1.4802716,-1.0626023,-0.5470238,-1.1027697,1.2337601,0.49194026,-0.21072692,0.105698094,0.34723642,0.46098405,-0.05145414,-1.2268705,1.066589,-0.10788232,0.51195896,-0.24361098,1.1371394,-1.5060627,0.0073628724,1.3849335,-0.27479455,0.17534465,-0.90037495,-1.4287194,0.43551522,0.9455046,1.4606748,1.1485258,-1.1132008,-0.8876653,-0.93244106,-1.9931511,-0.33206192,-0.4195147,0.9145227,0.8707336,-0.72274333,0.0968011,0.2585233,-1.3340894,0.64890474,-1.9995686,0.99000746,0.03086055,0.2918566,-0.19182086,-0.70744663,-0.37880486,-1.1361412,-0.99413294,0.7410101,-0.5897206,-0.5052718,0.23402643,0.74932086,0.7192639,-0.28200507,0.6937741,-1.1805367,-0.42812622,1.1346433,0.74840534,-2.1770856,-1.5726472,1.35941,-0.09857842,1.6031727,0.09758073,-1.3519174,1.2795496,-0.7304284,-0.09854767,1.5760876,1.6676066,0.9327233,1.3702126,2.5315576,0.09518224,2.3001533,-0.17954572,0.2750611,0.20369866,-2.1076086,0.70918787,0.44467676,-0.715242,-1.2821468,1.164166,0.09934664,1.6698782,-0.40940374,-0.14458826,-0.04836014,-1.2609496,-0.43636835,0.26032865,1.329209,0.9562982,-0.23669901,2.3013833,2.9208064,1.914373,-0.5828352,-1.7950821,-0.8846734,-2.3672373,-1.5673652,-0.5216667,0.5747492,1.3044838
1861,106.79928,7.1002936,34.064598,7.3813653,3.0,0.0,468.2966,1.0,170.22614,6.304869,unknown overseas merchant charge asap,13.159|27.928|25.167|21.524|13.090|27.454|30.146|2.295|27.775|27.917|28.403|13.805|23.542|22.996|23.843|26.199|30.924|20.307|117.163|118.694,1,1.8487028,1.4101543,-1.3808484,0.91985,-0.33057857,0.41094303,-0.3879819,-1.6932924,-1.379267,1.9502174,-0.6376035,-0.35331053,-0.41628623,-0.5960023,0.7596154,1.2343669,0.1274215,0.10034175,3.5911996,1.7746724,-1.260287,-1.6594952,1.6102946,0.9165153,0.7788303,-0.71379274,-1.7172577,1.1435091,-0.25978413,0.47453016,0.53103805,-0.41309446,1.4475055,-0.6960988,-0.22031775,0.3332815,-0.4297233,0.117314026,0.5250131,-0.31229147,-0.9158582,1.9470812,-0.33411068,1.5983753,2.0386543,-1.0155582,-1.4679132,-1.9682134,1.7338945,-0.114913434,-0.6724663,2.3817527,-0.23493978,-0.13390568,3.0325487,-1.1834035,1.1056625,-0.0074116588,-1.3640957,-0.61125314,0.7178778,1.4180481,-0.65792024,1.4135987,2.0438614,-2.131055,0.10503256,0.102143705,0.36328685,0.5663348,-1.0550927,-1.5034566,1.9664772,0.22289538,0.077283785,1.5925701,-0.9912847,-1.5095229,0.7139316,-0.36572254,-1.7647352,2.0566902,0.7497615,0.83445203,-2.4135976,1.182619,1.8721349,0.5088123,-0.16342585,-0.57578236,0.068669155,-1.5206599,0.013409236,0.5501049,-0.20077741,1.101326,0.9453952,1.5797601,-0.88660336,-1.2229493,0.109503984,2.1891587,-0.12835905,0.6613221,-2.1464934,2.1483176,1.5690712,0.364269,0.7318689,0.71754324
1862,10.963012,2.3550663,10.7969055,1.2980326,0.0,0.0,0.0,0.03950902,121.24099,4.196617,mobile recharge payment instore,2.172|2.714|4.039|2.388|0.843|1.977|2.838|1.832|2.128|1.850|5.229|3.228|1.258|2.127|2.199|2.083|1.746|2.489|0.253|1.145,0,-1.4884827,-0.23077226,-1.5087392,1.8660514,0.6047123,-0.48568133,0.5138048,0.29900417,-1.4080851,0.51755303,-0.71886545,1.5606866,-0.53120255,-0.12620622,1.1423197,0.7894834,0.25738162,0.55426806,0.29788354,-2.1223187,-0.9071522,0.54056394,-0.9700939,-0.21229917,-0.33905804,0.61911255,-1.4374852,-0.22533971,-0.9126358,1.587209,-1.1074507,-1.2514079,-0.9399344,0.50979567,-0.5001158,-0.7769767,-1.823588,-0.36462128,0.9080655,-0.52920604,-0.3381154,0.864863,2.046228,0.1684877,-0.2509074,-0.52542853,-0.7387403,0.09577584,-1.5522021,-0.92090726,0.8853647,0.31421503,0.024609953,-0.33175737,0.096817106,-3.3597014,-1.5013497,-1.4895636,-0.098342165,0.6727257,0.89958894,0.4953054,0.1620322,0.24864751,0.001272291,1.4198964,-1.5501444,-1.7800325,-0.20842063,3.1041932,0.28289568,0.25664288,0.3045251,0.07746294,0.97446257,0.027263314,1.6452717,-1.9052067,-0.48977786,1.7669952,1.1610563,-0.65348154,1.3268927,-0.48979744,2.174342,1.9744825,-1.7333575,1.3678055,-1.1785681,1.7459853,-1.3615798,-0.26021767,0.75281316,0.58333904,2.3900006,-0.15603969,-0.49764094,-0.6504601,-0.276294,-2.002438,1.5556562,1.8260081,0.2234419,0.86009,0.1072059,-0.35093582,-0.98550177,-0.10721868,0.62137115,-0.19548574
1863,119.03037,1.4886231,91.18817,2.8445818,0.0,0.0,7.3659973,0.216517,215.67595,2.5590641,utility bill payment online,26.236|27.657|33.322|38.586|27.453|25.393|25.337|22.109|17.772|26.927|25.838|12.238|25.516|29.342|24.137|23.408|25.367|22.046|17.000|30.354,0,0.8530884,1.5266107,-1.1609831,0.33644265,-1.7866927,-1.6879239,0.21814486,-1.1990597,-0.29222006,-0.028938904,-1.8986868,-1.0193859,-2.1128674,-1.0874866,-1.2355826,-0.032021433,0.6491503,0.6383753,0.70378995,0.8958403,0.8298075,0.65822506,-0.34362125,0.33849657,0.7537309,0.077358276,1.0019778,0.22944716,-0.47417313,-0.12493603,-0.2974571,0.39386266,1.777276,-0.9804333,0.7765324,0.9255681,0.5416393,-0.027872711,1.6088399,-2.1767845,1.5458949,0.3641045,-0.13520926,-0.9814515,-1.2504938,-0.5859731,-1.4662924,0.6121942,-0.7772979,1.2541736,0.23448235,-1.0286828,1.1037909,1.0458066,0.21060944,0.84901845,0.7783019,1.1419069,-2.9348197,0.6180961,2.0229983,0.42031488,-0.29413542,0.6487398,-0.18261749,1.3956039,-0.010280885,2.088771,1.9894719,-0.7596451,-1.5055465,0.27636537,-0.27877855,-1.256895,-2.0588527,-0.39314482,0.48282862,-0.57195735,0.82902807,-1.4576756,-1.975321,-0.46913338,-0.7966818,-0.04695511,-1.5718987,-0.14832127,0.11957754,0.10827181,-0.27062857,0.04580289,-0.11290006,-2.4236379,-1.494681,-0.46969688,-0.1875019,0.38001958,-0.51930785,0.54894817,0.6439412,-0.66429067,0.52275145,-0.6019516,-1.7673643,-0.5351957,-0.29369804,-1.1478151,-1.0118722,0.5257628,-0.15950203,0.45009205
1864,4.2245655,3.2707078,2.4141874,1.8057239,0.0,0.0,22.321875,0.12225942,181.38164,3.4303317,travel booking payment card,-1.515|0.225|1.099|2.325|1.759|1.201|0.136|1.722|2.845|0.220|1.605|0.758|0.951|1.001|0.550|1.474|1.216|0.812|1.407|0.686,0,0.09530249,-0.19136852,-1.4625555,-1.2286893,0.45168698,-1.1280872,0.13724004,-0.05657333,-0.8858177,-0.35815227,-3.0397453,1.6954336,-0.17289896,1.0166363,0.5859526,-0.4119106,-0.19254214,0.55032784,0.44657442,-0.24431759,-1.5918957,-1.8996638,0.1864487,0.52750194,0.23488852,-0.5713463,-1.2936964,1.0506077,-0.427422,-0.80226636,1.4362566,0.60367733,0.261384,-0.8791332,0.0906475,0.18798351,-0.67213583,-0.9520244,-0.7850522,-0.36676416,-0.8097328,0.7730668,-0.72013175,-0.5264349,-2.8467238,-1.9399865,1.769846,-0.04908228,1.005309,0.02364342,0.29552072,-0.092710376,-2.175673,-0.13933605,-0.10730162,-0.811257,0.38626438,-1.2652599,0.7647375,1.6720033,-1.004909,0.43792135,-0.17744966,-1.8022461,0.6627685,-1.0175102,-0.49782535,0.7863692,-0.41255087,-0.1212945,0.7997284,0.0998427,0.09589386,0.4097848,-0.46706843,-0.730655,1.4208349,-1.5307509,0.021537066,-1.7178559,0.8990129,0.080444425,1.9037707,0.61477256,0.11333868,-0.3344194,-1.0564688,0.5948563,1.5556761,-0.41232178,-0.19891708,-0.7270112,-1.0987594,-0.7061744,-0.8293517,-0.59297514,0.37815422,0.2963456,-0.4015289,0.6946091,-0.4392649,0.54811907,0.80008036,0.26615024,0.7337775,-1.1477867,-0.035378918,2.0205758,-0.3187052,0.8893285
1865,17.464588,0.0289289,14.261514,0.3124338,0.0,0.0,6.1179657,0.21625717,194.92535,4.1698194,electronics store purchase,3.534|4.755|3.448|3.783|4.086|3.252|3.234|3.517|2.600|2.253|3.688|3.378|4.120|3.274|3.691|4.777|4.684|2.961|3.038|3.161,0,-0.29284722,0.9106114,-0.25717902,-0.5939099,-1.4578934,-0.23770404,0.670884,0.17581941,-0.10529815,0.19555056,-0.630319,-0.6995714,-0.97178555,0.4861466,-0.052800268,2.6238065,0.5930613,-2.1559348,1.4779317,-2.250716,1.2818334,1.0233021,-2.3706584,-0.3872544,-0.57753646,0.5110512,0.78545856,0.17062205,0.07965115,-0.19867611,0.8492865,0.4281915,0.9357374,-0.40670592,1.8968446,-1.6876833,-0.18249092,0.821756,-0.43463606,0.91360897,1.0958227,-1.4742692,-1.039182,-0.16352268,-0.40431613,1.0866005,-1.130099,1.9812188,0.87392247,-0.053190112,2.1983962,0.66802895,0.04370548,-2.14476,-0.55011797,-0.23645946,0.13831915,0.6909458,0.8328091,1.5623825,1.5229167,-1.0406877,2.5475645,0.8444683,-1.0839083,-2.5884566,2.052898,1.0791587,-0.9708735,-0.09946203,-0.1751168,0.2090761,-1.3636117,0.9395615,-1.1869848,-2.1444604,2.0582004,0.18573032,-0.7334838,-0.13003707,-0.7120882,1.3755528,-1.4582363,-0.783342,1.1601849,0.07104036,-0.52838534,-0.3231463,0.7527256,-1.4768149,-1.3161163,0.1515276,0.25950807,-0.89275616,-0.57305825,0.8543639,1.5130087,-1.1192164,1.2088591,-0.021736443,-0.85358757,1.0567602,0.33836824,-0.38786584,0.52796435,0.26560515,-0.4570827,-1.0065106,0.37071487,0.78666747
1866,19.974361,0.096774265,16.898039,0.0,1.0,0.0,16.363657,0.032881603,68.69103,4.03425,mobile recharge payment online,3.721|1.339|3.209|3.397|4.889|4.913|4.053|3.594|4.005|3.837|5.049|4.755|4.448|3.989|4.843|3.101|3.812|4.985|2.338|3.510,0,0.12783533,-1.3175317,0.8501955,-0.5194009,1.0868857,-1.1327747,-2.2672288,-0.09049298,0.08384609,-0.13851997,0.20196424,0.35281572,1.3101779,-0.19198734,-1.3502799,-1.8420906,-0.61185503,0.22040151,-0.58821964,0.47709575,1.0005643,1.2464415,-0.16931102,-1.5626569,-1.9000673,-2.2990856,-1.1855341,-0.04546058,-0.16063562,-0.9800231,-0.59039634,-1.7586315,-1.5700121,0.98636127,-2.4986272,-0.6636265,0.26294455,0.26151302,0.5085249,0.26396537,-0.5329174,-1.4450076,-2.350625,2.0969024,-1.8824326,1.6055346,-0.27376342,-0.040602446,-0.55828094,-2.065426,0.45401543,-1.0932174,-0.6912451,-0.27675837,0.43864948,0.12346278,0.37009144,-0.2006585,-0.54394263,-0.7366686,0.8582473,0.2698416,1.4004983,-0.9812699,1.1829388,-0.33529037,-0.52239096,0.8085562,1.6257817,-0.83236533,0.6562619,0.44200012,2.110762,1.0229945,0.40939984,-1.1857038,-0.38500285,-0.805978,-0.31422332,-0.51586884,1.3386965,-1.0727618,0.9930934,0.7095812,-0.033787534,-0.10955632,0.9575767,0.7151845,-0.49635184,0.08146536,-0.9652279,-0.08541618,0.37224507,2.6671982,0.40042034,-1.2177734,1.2427762,0.36443865,-1.4161582,-1.1559696,0.35935396,-0.7073498,-0.14751035,-1.1433214,0.7600118,-1.2605441,0.8920969,-0.97476506,-0.7551497,2.0108306
1867,8.33564,1.3043683,5.4378157,0.19017741,0.0,0.0,31.267712,0.0605723,143.77162,3.8477974,travel booking payment online,2.730|3.609|1.295|2.058|0.706|1.967|1.310|1.798|-0.513|1.759|0.404|2.993|2.344|1.161|0.442|0.475|4.487|1.258|0.540|3.527,0,0.4355942,0.4091363,0.5932631,-0.9639604,1.3547192,0.2730911,-1.8780552,0.5922497,0.75205445,1.2864261,0.3875063,0.7257958,1.0514662,0.550151,-1.6891531,1.2477161,-0.5553621,-2.2947226,0.3771067,-0.5194619,-0.24503559,-2.539831,0.5130308,-0.28157902,-0.17327723,0.68462795,-1.6542981,0.8024282,0.019974604,1.6371796,0.34896454,-0.50033295,1.1438987,0.13176265,0.34943083,1.2034012,1.1627667,-0.6103723,-0.70692897,-1.8400596,-1.5746843,0.21951422,2.015946,0.5715625,0.46820998,1.0525396,0.28295508,0.07849881,0.58614683,-0.095169984,0.26848468,0.9476899,-0.21588117,1.1480144,-1.8656967,0.7559718,-1.3787888,-0.8932585,0.57162833,-0.22430849,0.5441844,-2.042542,-1.1901698,-0.2851,0.23381895,-1.5184484,1.9216588,-1.3630298,-1.9011968,-1.7343018,2.2035253,-0.4500681,0.5241225,-0.18121924,-0.34510082,0.92004204,-2.000956,2.1508806,0.8740823,1.3292042,-0.08853111,-0.4145574,-0.3561457,0.42999783,-0.23163182,-0.3674871,-0.334299,2.3114192,-0.71266633,1.0843097,-0.68366176,-1.3343774,-0.9393729,-0.92273635,0.48975182,-1.1403837,-1.872211,-1.198714,0.10847903,2.0489724,-1.6553187,-0.1807225,1.8519086,-0.03765917,0.9543572,0.34499472,-2.0503807,0.18869169,1.7623549,-0.32460546
1868,16.18488,2.6804793,6.892651,1.4416903,0.0,0.0,0.0,0.027835237,266.43222,3.7289972,utility bill payment upi,3.186|3.164|3.083|5.216|3.927|2.015|2.806|3.764|2.615|5.329|0.636|3.533|3.738|1.934|2.832|2.845|2.279|3.767|3.329|3.510,0,0.15732443,0.8235074,0.8455981,-1.4294486,-1.268173,-1.8537872,0.948581,-0.089933544,-0.82470787,-0.44137013,1.0778074,1.6611011,-0.73335516,1.4795849,-1.1486067,-0.63703275,-1.026995,-0.49039638,-1.0571132,0.3051183,0.6680029,-2.203806,-1.1462638,1.194135,-0.46101785,-0.46498224,-1.9242883,-2.3425658,-0.25678474,-0.9588929,-1.5502616,0.9904478,-0.3470802,0.17533416,0.064602375,-0.8099915,-1.0360408,1.5683796,-0.41254154,-3.0854478,0.79500663,-1.0576493,-0.40000343,-0.11938881,-0.4454967,-0.042743452,0.33523136,-0.35201648,-0.07624081,-0.73217267,1.3663379,-0.6660313,0.7329352,1.7059689,0.34540558,0.40934536,-0.43355253,-1.6993895,0.0957396,0.106934234,-1.2239882,-0.104424305,0.46121228,0.5635003,-1.2086471,0.042801276,-0.8986509,0.41499707,2.071075,-1.2691624,0.16264743,-0.24052963,-0.6279787,0.8385109,-0.30080467,-0.5230771,0.17211318,-0.18634787,-0.5400112,0.8940747,1.4953687,-0.07128081,1.1857951,0.4240162,0.6206848,0.56742954,-0.94601405,-2.6766243,-0.3482458,0.50273925,0.5225105,-1.2196542,-1.3085456,1.6458483,2.4367414,-0.7331914,-1.6800898,-0.21967527,1.5747507,1.1204306,-0.7204983,0.8509558,1.282216,-0.004394889,1.174293,-1.2478065,0.42540133,1.0176036,0.39418244,1.5847805
1869,33.37358,1.5573657,28.116537,0.84263283,0.0,0.0,3.4430916,0.2032066,126.8598,2.5832422,electronics store purchase upi,3.566|10.136|4.069|5.346|3.556|7.778|9.681|3.603|6.287|5.498|8.017|6.942|7.238|6.265|4.630|6.373|2.045|4.719|6.218|2.101,0,-1.4850171,0.14646858,1.0811056,1.8326957,-2.1722457,1.9594004,-0.73486215,-0.32985038,0.46379626,-0.89732206,-1.0405555,1.1520507,0.44554585,0.5628996,-0.57502776,-0.7560206,-1.1906023,-1.7857635,1.7833551,1.4717355,-0.300622,1.2900914,1.1347662,-0.14447853,-1.2474259,1.7314181,-2.5128057,-0.14641492,0.9186025,-0.8165588,0.9409385,0.9769062,0.83027565,0.8874854,0.31009835,1.4597961,1.3724053,2.3452606,-1.7391918,0.09750235,-0.12691343,2.1504693,0.12866391,1.3515666,-0.39578363,-0.12505063,-0.009001225,0.37489522,-0.8432957,-2.8296168,0.4810413,0.36491114,-0.7092193,1.0293282,-0.9811604,0.3029849,1.0716217,-0.0012500733,-0.33751872,0.828521,0.5230688,-0.7719589,-0.5930065,0.7653679,-0.504148,0.41894853,0.59479177,0.282883,1.2960734,2.2367227,0.28805673,-1.7352529,1.1071585,1.8779826,-0.639989,1.1521832,0.9638733,2.4863703,2.6365414,1.0581286,0.27579522,-0.5875948,-2.1828725,-0.5846486,1.5297889,0.2243649,0.6469997,0.9994259,-0.3476649,1.5089936,0.24506855,-0.28595352,1.5910053,0.13324356,1.375777,-1.7100852,2.4368877,0.72836834,0.14703137,0.8557249,-0.53786796,-0.9223515,-0.33620256,1.7325149,1.1742537,0.37954926,-0.75558865,1.018837,-1.8891487,-0.86358756
1870,29.597363,0.7518776,14.451418,0.0,0.0,0.0,8.339139,0.3231599,215.14873,4.0291977,online shopping order instore,1.592|5.491|4.562|5.519|5.558|5.178|5.256|6.794|7.297|2.899|6.665|4.371|5.036|5.405|4.094|8.226|5.547|6.873|8.129|4.157,0,1.0593262,-1.8055063,-0.63808405,-1.717368,0.43328798,-0.36312836,0.77134705,0.6036736,0.76746905,1.3295999,1.2576605,-0.13700575,0.9677937,-0.62618154,-0.77676314,-1.1163893,-0.16944087,-0.5563425,-1.4661345,-0.27072102,-0.74292135,0.37682408,2.0898218,1.960109,2.5954723,0.116781875,-0.5703678,-0.6416595,0.17213911,0.49561927,-1.356354,0.11015779,0.8388809,1.8785125,1.6240685,-0.24415414,-1.0708624,2.0086224,-0.8785678,-0.12233937,-0.47318587,-0.109236434,0.17997646,-0.20647214,-2.2922738,-0.4318762,-0.7397574,1.0521348,1.1937436,2.0875516,-1.6581249,1.6509383,0.079951584,-2.15095,-1.405864,0.8126487,-0.58410263,-2.281714,0.23297009,-1.5172992,0.14657936,-1.5000745,1.1948014,0.41545308,0.9181786,0.19670883,0.86478066,-1.0927824,0.2228823,0.2606625,0.35248613,1.556362,1.3235745,-2.598476,0.8428598,-0.03158316,-0.100586474,1.1294266,-0.5334151,-0.41361827,-0.14707983,0.74107176,-0.9469679,0.78216183,1.6951942,0.54954803,-0.6347545,-0.8553182,0.25001884,1.0713301,1.1078749,-0.3830503,1.1294838,0.18096367,0.98326886,0.9190152,0.87277174,-0.014693379,-0.32523358,-1.3214667,0.5485234,0.2595103,-0.8135916,1.7159411,0.3868966,-0.34523335,0.120795876,-0.18046662,1.050912,0.4299561
1871,57.289536,4.9279222,51.187813,0.0,0.0,0.0,9.612347,0.106890365,167.69243,3.769478,restaurant bill payment card,11.867|8.112|11.865|11.580|6.702|11.692|10.167|10.179|8.421|9.910|17.476|13.616|17.651|12.021|8.598|11.323|10.065|15.738|11.548|18.381,0,1.8920447,-1.2579893,-0.3083096,1.7298837,-1.6071812,1.1269401,-0.95954204,2.1687453,-0.9972639,0.16841768,0.39037377,0.6505909,-1.6906401,-1.1591076,0.26689637,-0.87070364,-1.3001424,-1.4165587,-1.6495491,0.8134262,2.3675947,0.7311398,-1.0200921,2.344353,-0.011453837,0.45726478,-0.4483762,-2.4081864,0.43946534,-1.0929149,0.08944447,0.20122704,0.579137,0.01652509,0.07156001,0.84836054,-0.902409,-0.5697681,1.3995229,0.14644599,-1.0259085,-1.2490568,1.7430058,0.888656,1.0355511,0.93697,-1.2080315,0.30918166,-0.30994713,0.9594452,-0.6556797,-1.632681,1.8842396,0.40834418,-0.7084991,-0.8160131,-0.43001127,0.39061123,0.7708322,-0.92087287,-1.3094641,-1.996232,-0.61519223,-0.59690285,-0.689636,0.13028777,0.985774,-0.74357045,0.48542708,-1.9333761,2.1896536,0.23626715,-1.1574159,1.7927061,-1.171577,-0.9244705,0.085974395,0.4652558,1.1589019,1.5465375,-0.062041596,2.1776888,-0.88753957,-0.9218533,-1.0631292,-1.3204186,-0.22356838,-1.081917,-1.5530992,-0.33707958,-0.19518378,-1.4135988,1.3285875,-0.726401,-0.08156377,-3.4275472,-0.9584446,-0.55490553,0.35917974,1.3794131,-0.11790573,-0.088923484,-0.7419321,0.2318234,0.44967934,0.28747886,0.57343805,-0.15464172,-0.08642596,-0.72586197
1872,221.11156,1.874671,205.75693,0.84526646,0.0,0.0,18.43623,0.20579065,17.984463,2.9211104,online shopping order instore,11.062|28.845|30.862|32.587|55.092|34.498|33.171|47.578|42.020|31.898|44.806|55.705|27.378|34.123|41.231|43.734|35.195|28.022|71.147|57.256,0,0.04584305,0.6348147,-0.16423844,-1.2163435,0.583743,-0.18295622,-1.5937951,1.8145802,-1.142922,-0.12671073,-1.1065592,-1.9863288,0.2357944,0.46282345,-0.7331404,-0.591318,-2.6467485,-0.042032227,2.011737,-1.0805719,1.3964369,-1.3593934,1.6466411,0.84128934,-0.92935777,-0.01865238,-0.014912408,-0.76589346,0.71301746,-0.71711195,-0.449314,-1.3710432,-0.4381305,0.13429269,0.057090312,0.7459575,-0.14979035,0.9688218,-0.45336053,-0.4165821,-0.22188589,-2.2644029,-0.30366653,-0.79419583,1.6081464,0.8149058,-0.49846148,1.3598173,1.7139305,2.7325964,-1.8975834,-1.1032659,-0.21637222,-2.4700236,0.5309005,-0.30671775,1.4871368,1.4681333,0.70118624,1.2584033,-0.7911222,-0.6112088,0.80491626,0.5749217,0.7183098,-2.0739434,2.3563354,0.30537307,0.7244781,0.46465397,0.95267797,0.7509816,0.9051503,0.20103437,2.5992694,-1.652789,-0.5026374,0.12226245,1.4698839,-0.20603889,0.38689327,-0.18533051,0.21198082,-2.4138527,0.22068016,0.48476243,0.60384846,-1.1343784,-1.8423128,0.033391006,-0.5973576,-0.8090631,0.11617614,-0.7583003,0.85970134,-0.6331797,0.81161696,-0.49866524,0.6584772,0.18545932,-1.4784926,0.83604664,0.15783572,-0.68987083,-0.21855119,1.3994853,0.44777083,-0.8635364,0.5130702,-0.37110123
